NamaProduk,NamaWilayah,Tanggal,Jumlah,TotalPenjualan,Negara
Vacuum Cleaner,East Region,10/17/2023,15,831345,Singapura
Vacuum Cleaner,East Region,10/17/2023,15,831345,Singapura
Vacuum Cleaner,East Region,10/17/2023,15,831345,Singapura
Vacuum Cleaner,East Region,10/17/2023,15,831345,Singapura
Vacuum Cleaner,East Region,10/17/2023,15,831345,Singapura
Dishwasher,Kota Kinabalu,9/1/2023,7,260449,Malaysia
Dishwasher,Kota Kinabalu,9/1/2023,7,260449,Malaysia
Dishwasher,Kota Kinabalu,9/1/2023,7,260449,Malaysia
Vacuum Cleaner,North-East Region,7/19/2023,7,268555,Singapura
Vacuum Cleaner,North-East Region,7/19/2023,7,268555,Singapura
Vacuum Cleaner,North-East Region,7/19/2023,7,268555,Singapura
Vacuum Cleaner,North-East Region,7/19/2023,7,268555,Singapura
Vacuum Cleaner,North-East Region,7/19/2023,7,268555,Singapura
Vacuum Cleaner,North-East Region,7/19/2023,7,268555,Singapura
Vacuum Cleaner,North-East Region,7/19/2023,7,268555,Singapura
Vacuum Cleaner,North-East Region,7/19/2023,7,268555,Singapura
Vacuum Cleaner,North-East Region,7/19/2023,7,268555,Singapura
Vacuum Cleaner,North-East Region,7/19/2023,7,268555,Singapura
Carpet,East Region,10/4/2023,5,456875,Singapura
Carpet,East Region,10/4/2023,5,456875,Singapura
Carpet,East Region,10/4/2023,5,456875,Singapura
Carpet,East Region,10/4/2023,5,456875,Singapura
Carpet,East Region,10/4/2023,5,456875,Singapura
Stove,Kuching,1/9/2023,6,223128,Malaysia
Stove,Kuching,1/9/2023,6,223128,Malaysia
Stove,Kuching,1/9/2023,6,223128,Malaysia
Stove,Kuching,1/9/2023,6,223128,Malaysia
Air Purifier,Medan,8/29/2023,20,1952420,Indonesia
Air Purifier,Medan,8/29/2023,20,1952420,Indonesia
Air Purifier,Medan,8/29/2023,20,1952420,Indonesia
Air Purifier,Medan,8/29/2023,20,1952420,Indonesia
Air Purifier,Medan,8/29/2023,20,1952420,Indonesia
Table,Shah Alam,8/13/2023,18,1444266,Malaysia
Table,Shah Alam,8/13/2023,18,1444266,Malaysia
Blender,Alor Setar,1/4/2023,13,496340,Malaysia
Blender,Alor Setar,1/4/2023,13,496340,Malaysia
Blender,Alor Setar,1/4/2023,13,496340,Malaysia
Air Purifier,Yogyakarta,6/28/2023,1,92821,Indonesia
Air Purifier,Yogyakarta,6/28/2023,1,92821,Indonesia
Air Purifier,Yogyakarta,6/28/2023,1,92821,Indonesia
Air Purifier,Yogyakarta,6/28/2023,1,92821,Indonesia
Sofa,West Region,10/18/2023,7,261849,Singapura
Sofa,West Region,10/18/2023,7,261849,Singapura
Sofa,West Region,10/18/2023,7,261849,Singapura
Sofa,West Region,10/18/2023,7,261849,Singapura
Sofa,West Region,10/18/2023,7,261849,Singapura
Sofa,West Region,10/18/2023,7,261849,Singapura
Sofa,West Region,10/18/2023,7,261849,Singapura
Sofa,West Region,10/18/2023,7,261849,Singapura
Heater,North-East Region,10/19/2023,15,245610,Singapura
Heater,North-East Region,10/19/2023,15,245610,Singapura
Heater,North-East Region,10/19/2023,15,245610,Singapura
Heater,North-East Region,10/19/2023,15,245610,Singapura
Heater,North-East Region,10/19/2023,15,245610,Singapura
Heater,North-East Region,10/19/2023,15,245610,Singapura
Heater,North-East Region,10/19/2023,15,245610,Singapura
Heater,North-East Region,10/19/2023,15,245610,Singapura
Heater,North-East Region,10/19/2023,15,245610,Singapura
Heater,North-East Region,10/19/2023,15,245610,Singapura
Sofa,North-East Region,7/11/2023,7,396109,Singapura
Sofa,North-East Region,7/11/2023,7,396109,Singapura
Sofa,North-East Region,7/11/2023,7,396109,Singapura
Sofa,North-East Region,7/11/2023,7,396109,Singapura
Sofa,North-East Region,7/11/2023,7,396109,Singapura
Sofa,North-East Region,7/11/2023,7,396109,Singapura
Sofa,North-East Region,7/11/2023,7,396109,Singapura
Sofa,North-East Region,7/11/2023,7,396109,Singapura
Sofa,North-East Region,7/11/2023,7,396109,Singapura
Sofa,North-East Region,7/11/2023,7,396109,Singapura
Rice Cooker,West Region,7/8/2023,4,108320,Singapura
Rice Cooker,West Region,7/8/2023,4,108320,Singapura
Rice Cooker,West Region,7/8/2023,4,108320,Singapura
Rice Cooker,West Region,7/8/2023,4,108320,Singapura
Rice Cooker,West Region,7/8/2023,4,108320,Singapura
Rice Cooker,West Region,7/8/2023,4,108320,Singapura
Rice Cooker,West Region,7/8/2023,4,108320,Singapura
Rice Cooker,West Region,7/8/2023,4,108320,Singapura
Iron,Yogyakarta,1/14/2023,4,243712,Indonesia
Iron,Yogyakarta,1/14/2023,4,243712,Indonesia
Iron,Yogyakarta,1/14/2023,4,243712,Indonesia
Iron,Yogyakarta,1/14/2023,4,243712,Indonesia
Washing Machine,Kota Kinabalu,1/11/2023,8,76000,Malaysia
Washing Machine,Kota Kinabalu,1/11/2023,8,76000,Malaysia
Washing Machine,Kota Kinabalu,1/11/2023,8,76000,Malaysia
Electric Kettle,Alor Setar,1/5/2024,4,209772,Malaysia
Electric Kettle,Alor Setar,1/5/2024,4,209772,Malaysia
Electric Kettle,Alor Setar,1/5/2024,4,209772,Malaysia
Fan,East Region,1/14/2023,12,351252,Singapura
Fan,East Region,1/14/2023,12,351252,Singapura
Fan,East Region,1/14/2023,12,351252,Singapura
Fan,East Region,1/14/2023,12,351252,Singapura
Fan,East Region,1/14/2023,12,351252,Singapura
Fan,Ipoh,5/18/2023,10,70060,Malaysia
Fan,Ipoh,5/18/2023,10,70060,Malaysia
Fan,Ipoh,5/18/2023,10,70060,Malaysia
Fan,Ipoh,5/18/2023,10,70060,Malaysia
Fan,Ipoh,5/18/2023,10,70060,Malaysia
Electric Kettle,North-East Region,8/19/2023,1,87855,Singapura
Electric Kettle,North-East Region,8/19/2023,1,87855,Singapura
Electric Kettle,North-East Region,8/19/2023,1,87855,Singapura
Electric Kettle,North-East Region,8/19/2023,1,87855,Singapura
Electric Kettle,North-East Region,8/19/2023,1,87855,Singapura
Electric Kettle,North-East Region,8/19/2023,1,87855,Singapura
Electric Kettle,North-East Region,8/19/2023,1,87855,Singapura
Electric Kettle,North-East Region,8/19/2023,1,87855,Singapura
Electric Kettle,North-East Region,8/19/2023,1,87855,Singapura
Electric Kettle,North-East Region,8/19/2023,1,87855,Singapura
Dishwasher,Balikpapan,6/8/2024,10,879270,Indonesia
Dishwasher,Balikpapan,6/8/2024,10,879270,Indonesia
Dishwasher,Balikpapan,6/8/2024,10,879270,Indonesia
Dishwasher,Balikpapan,6/8/2024,10,879270,Indonesia
Stove,Kuala Lumpur,6/3/2023,17,328202,Malaysia
Stove,Kuala Lumpur,6/3/2023,17,328202,Malaysia
Stove,Kuala Lumpur,6/3/2023,17,328202,Malaysia
Stove,Kuala Lumpur,6/3/2023,17,328202,Malaysia
Curtains,Jakarta,5/20/2023,7,168441,Indonesia
Curtains,Jakarta,5/20/2023,7,168441,Indonesia
Curtains,Jakarta,5/20/2023,7,168441,Indonesia
Curtains,Jakarta,5/20/2023,7,168441,Indonesia
Curtains,Jakarta,5/20/2023,7,168441,Indonesia
Water Dispenser,Kuching,6/9/2023,11,55594,Malaysia
Water Dispenser,Kuching,6/9/2023,11,55594,Malaysia
Water Dispenser,Kuching,6/9/2023,11,55594,Malaysia
Water Dispenser,Kuching,6/9/2023,11,55594,Malaysia
Blender,Makassar,10/11/2023,9,533214,Indonesia
Blender,Makassar,10/11/2023,9,533214,Indonesia
Washing Machine,Jakarta,2/28/2023,11,125378,Indonesia
Washing Machine,Jakarta,2/28/2023,11,125378,Indonesia
Washing Machine,Jakarta,2/28/2023,11,125378,Indonesia
Washing Machine,Jakarta,2/28/2023,11,125378,Indonesia
Washing Machine,Jakarta,2/28/2023,11,125378,Indonesia
Electric Kettle,Kota Kinabalu,7/6/2024,5,398140,Malaysia
Electric Kettle,Kota Kinabalu,7/6/2024,5,398140,Malaysia
Electric Kettle,Kota Kinabalu,7/6/2024,5,398140,Malaysia
Dishwasher,Johor Bahru,1/11/2024,11,396979,Malaysia
Dishwasher,Johor Bahru,1/11/2024,11,396979,Malaysia
Grill,Semarang,1/14/2023,3,76989,Indonesia
Grill,Semarang,1/14/2023,3,76989,Indonesia
Grill,Semarang,1/14/2023,3,76989,Indonesia
Grill,Semarang,1/14/2023,3,76989,Indonesia
Grill,Semarang,1/14/2023,3,76989,Indonesia
Blender,North-East Region,4/12/2024,14,216230,Singapura
Blender,North-East Region,4/12/2024,14,216230,Singapura
Blender,North-East Region,4/12/2024,14,216230,Singapura
Blender,North-East Region,4/12/2024,14,216230,Singapura
Blender,North-East Region,4/12/2024,14,216230,Singapura
Blender,North-East Region,4/12/2024,14,216230,Singapura
Blender,North-East Region,4/12/2024,14,216230,Singapura
Blender,North-East Region,4/12/2024,14,216230,Singapura
Blender,North-East Region,4/12/2024,14,216230,Singapura
Blender,North-East Region,4/12/2024,14,216230,Singapura
Heater,West Region,8/26/2023,16,644720,Singapura
Heater,West Region,8/26/2023,16,644720,Singapura
Heater,West Region,8/26/2023,16,644720,Singapura
Heater,West Region,8/26/2023,16,644720,Singapura
Heater,West Region,8/26/2023,16,644720,Singapura
Heater,West Region,8/26/2023,16,644720,Singapura
Heater,West Region,8/26/2023,16,644720,Singapura
Heater,West Region,8/26/2023,16,644720,Singapura
Microwave Oven,Yogyakarta,4/24/2023,1,70836,Indonesia
Microwave Oven,Yogyakarta,4/24/2023,1,70836,Indonesia
Microwave Oven,Yogyakarta,4/24/2023,1,70836,Indonesia
Microwave Oven,Yogyakarta,4/24/2023,1,70836,Indonesia
Lamp,Medan,10/7/2024,17,441949,Indonesia
Lamp,Medan,10/7/2024,17,441949,Indonesia
Lamp,Medan,10/7/2024,17,441949,Indonesia
Lamp,Medan,10/7/2024,17,441949,Indonesia
Lamp,Medan,10/7/2024,17,441949,Indonesia
Lamp,West Region,8/18/2023,3,240258,Singapura
Lamp,West Region,8/18/2023,3,240258,Singapura
Lamp,West Region,8/18/2023,3,240258,Singapura
Lamp,West Region,8/18/2023,3,240258,Singapura
Lamp,West Region,8/18/2023,3,240258,Singapura
Lamp,West Region,8/18/2023,3,240258,Singapura
Lamp,West Region,8/18/2023,3,240258,Singapura
Lamp,West Region,8/18/2023,3,240258,Singapura
Coffee Maker,East Region,9/8/2023,3,61854,Singapura
Coffee Maker,East Region,9/8/2023,3,61854,Singapura
Coffee Maker,East Region,9/8/2023,3,61854,Singapura
Coffee Maker,East Region,9/8/2023,3,61854,Singapura
Coffee Maker,East Region,9/8/2023,3,61854,Singapura
Electric Kettle,Medan,10/18/2024,4,399680,Indonesia
Electric Kettle,Medan,10/18/2024,4,399680,Indonesia
Electric Kettle,Medan,10/18/2024,4,399680,Indonesia
Electric Kettle,Medan,10/18/2024,4,399680,Indonesia
Electric Kettle,Medan,10/18/2024,4,399680,Indonesia
Mixer,Ipoh,8/27/2024,15,1115535,Malaysia
Mixer,Ipoh,8/27/2024,15,1115535,Malaysia
Mixer,Ipoh,8/27/2024,15,1115535,Malaysia
Mixer,Ipoh,8/27/2024,15,1115535,Malaysia
Mixer,Ipoh,8/27/2024,15,1115535,Malaysia
Lamp,Palembang,5/11/2024,6,159552,Indonesia
Curtains,Medan,9/29/2023,3,26424,Indonesia
Curtains,Medan,9/29/2023,3,26424,Indonesia
Curtains,Medan,9/29/2023,3,26424,Indonesia
Curtains,Medan,9/29/2023,3,26424,Indonesia
Curtains,Medan,9/29/2023,3,26424,Indonesia
Chair,Central Region,5/24/2023,12,1036788,Singapura
Chair,Central Region,5/24/2023,12,1036788,Singapura
Chair,Central Region,5/24/2023,12,1036788,Singapura
Chair,Central Region,5/24/2023,12,1036788,Singapura
Chair,Central Region,5/24/2023,12,1036788,Singapura
Chair,Central Region,5/24/2023,12,1036788,Singapura
Grill,Semarang,4/25/2023,13,780221,Indonesia
Grill,Semarang,4/25/2023,13,780221,Indonesia
Grill,Semarang,4/25/2023,13,780221,Indonesia
Grill,Semarang,4/25/2023,13,780221,Indonesia
Grill,Semarang,4/25/2023,13,780221,Indonesia
Water Dispenser,Johor Bahru,4/8/2024,8,284072,Malaysia
Water Dispenser,Johor Bahru,4/8/2024,8,284072,Malaysia
Mixer,West Region,3/1/2024,11,332321,Singapura
Mixer,West Region,3/1/2024,11,332321,Singapura
Mixer,West Region,3/1/2024,11,332321,Singapura
Mixer,West Region,3/1/2024,11,332321,Singapura
Mixer,West Region,3/1/2024,11,332321,Singapura
Mixer,West Region,3/1/2024,11,332321,Singapura
Mixer,West Region,3/1/2024,11,332321,Singapura
Mixer,West Region,3/1/2024,11,332321,Singapura
Grill,East Region,7/13/2024,14,377286,Singapura
Grill,East Region,7/13/2024,14,377286,Singapura
Grill,East Region,7/13/2024,14,377286,Singapura
Grill,East Region,7/13/2024,14,377286,Singapura
Grill,East Region,7/13/2024,14,377286,Singapura
Mixer,Balikpapan,8/29/2023,16,1132640,Indonesia
Mixer,Balikpapan,8/29/2023,16,1132640,Indonesia
Mixer,Balikpapan,8/29/2023,16,1132640,Indonesia
Mixer,Balikpapan,8/29/2023,16,1132640,Indonesia
Carpet,Kuching,9/2/2024,6,143106,Malaysia
Carpet,Kuching,9/2/2024,6,143106,Malaysia
Carpet,Kuching,9/2/2024,6,143106,Malaysia
Carpet,Kuching,9/2/2024,6,143106,Malaysia
Hair Dryer,North Region,6/3/2023,17,406691,Singapura
Hair Dryer,North Region,6/3/2023,17,406691,Singapura
Hair Dryer,North Region,6/3/2023,17,406691,Singapura
Hair Dryer,North Region,6/3/2023,17,406691,Singapura
Hair Dryer,North Region,6/3/2023,17,406691,Singapura
Chair,Central Region,6/4/2023,19,1655223,Singapura
Chair,Central Region,6/4/2023,19,1655223,Singapura
Chair,Central Region,6/4/2023,19,1655223,Singapura
Chair,Central Region,6/4/2023,19,1655223,Singapura
Chair,Central Region,6/4/2023,19,1655223,Singapura
Chair,Central Region,6/4/2023,19,1655223,Singapura
Washing Machine,Denpasar,4/4/2024,15,1135365,Indonesia
Washing Machine,Denpasar,4/4/2024,15,1135365,Indonesia
Washing Machine,Denpasar,4/4/2024,15,1135365,Indonesia
Washing Machine,Denpasar,4/4/2024,15,1135365,Indonesia
Washing Machine,Denpasar,4/4/2024,15,1135365,Indonesia
Washing Machine,Denpasar,4/4/2024,15,1135365,Indonesia
Electric Kettle,Semarang,7/28/2024,16,325040,Indonesia
Electric Kettle,Semarang,7/28/2024,16,325040,Indonesia
Electric Kettle,Semarang,7/28/2024,16,325040,Indonesia
Electric Kettle,Semarang,7/28/2024,16,325040,Indonesia
Electric Kettle,Semarang,7/28/2024,16,325040,Indonesia
Mixer,Yogyakarta,1/21/2023,3,118374,Indonesia
Mixer,Yogyakarta,1/21/2023,3,118374,Indonesia
Mixer,Yogyakarta,1/21/2023,3,118374,Indonesia
Mixer,Yogyakarta,1/21/2023,3,118374,Indonesia
Grill,North-East Region,9/11/2024,17,1104830,Singapura
Grill,North-East Region,9/11/2024,17,1104830,Singapura
Grill,North-East Region,9/11/2024,17,1104830,Singapura
Grill,North-East Region,9/11/2024,17,1104830,Singapura
Grill,North-East Region,9/11/2024,17,1104830,Singapura
Grill,North-East Region,9/11/2024,17,1104830,Singapura
Grill,North-East Region,9/11/2024,17,1104830,Singapura
Grill,North-East Region,9/11/2024,17,1104830,Singapura
Grill,North-East Region,9/11/2024,17,1104830,Singapura
Grill,North-East Region,9/11/2024,17,1104830,Singapura
Table,George Town,8/19/2024,12,1134204,Malaysia
Table,George Town,8/19/2024,12,1134204,Malaysia
Table,George Town,8/19/2024,12,1134204,Malaysia
Table,George Town,8/19/2024,12,1134204,Malaysia
Chair,Ipoh,8/2/2024,17,715598,Malaysia
Chair,Ipoh,8/2/2024,17,715598,Malaysia
Chair,Ipoh,8/2/2024,17,715598,Malaysia
Chair,Ipoh,8/2/2024,17,715598,Malaysia
Chair,Ipoh,8/2/2024,17,715598,Malaysia
Vacuum Cleaner,North-East Region,5/7/2024,19,1111690,Singapura
Vacuum Cleaner,North-East Region,5/7/2024,19,1111690,Singapura
Vacuum Cleaner,North-East Region,5/7/2024,19,1111690,Singapura
Vacuum Cleaner,North-East Region,5/7/2024,19,1111690,Singapura
Vacuum Cleaner,North-East Region,5/7/2024,19,1111690,Singapura
Vacuum Cleaner,North-East Region,5/7/2024,19,1111690,Singapura
Vacuum Cleaner,North-East Region,5/7/2024,19,1111690,Singapura
Vacuum Cleaner,North-East Region,5/7/2024,19,1111690,Singapura
Vacuum Cleaner,North-East Region,5/7/2024,19,1111690,Singapura
Vacuum Cleaner,North-East Region,5/7/2024,19,1111690,Singapura
Sofa,North Region,3/24/2023,10,639650,Singapura
Sofa,North Region,3/24/2023,10,639650,Singapura
Sofa,North Region,3/24/2023,10,639650,Singapura
Sofa,North Region,3/24/2023,10,639650,Singapura
Sofa,North Region,3/24/2023,10,639650,Singapura
Curtains,West Region,8/28/2023,3,52869,Singapura
Curtains,West Region,8/28/2023,3,52869,Singapura
Curtains,West Region,8/28/2023,3,52869,Singapura
Curtains,West Region,8/28/2023,3,52869,Singapura
Curtains,West Region,8/28/2023,3,52869,Singapura
Curtains,West Region,8/28/2023,3,52869,Singapura
Curtains,West Region,8/28/2023,3,52869,Singapura
Curtains,West Region,8/28/2023,3,52869,Singapura
Grill,Jakarta,6/2/2023,20,675040,Indonesia
Grill,Jakarta,6/2/2023,20,675040,Indonesia
Grill,Jakarta,6/2/2023,20,675040,Indonesia
Grill,Jakarta,6/2/2023,20,675040,Indonesia
Grill,Jakarta,6/2/2023,20,675040,Indonesia
Grill,George Town,6/12/2024,1,83632,Malaysia
Grill,George Town,6/12/2024,1,83632,Malaysia
Grill,George Town,6/12/2024,1,83632,Malaysia
Grill,George Town,6/12/2024,1,83632,Malaysia
Refrigerator,George Town,11/6/2023,1,11174,Malaysia
Refrigerator,George Town,11/6/2023,1,11174,Malaysia
Refrigerator,George Town,11/6/2023,1,11174,Malaysia
Refrigerator,George Town,11/6/2023,1,11174,Malaysia
Rice Cooker,Denpasar,2/3/2023,12,550560,Indonesia
Rice Cooker,Denpasar,2/3/2023,12,550560,Indonesia
Rice Cooker,Denpasar,2/3/2023,12,550560,Indonesia
Rice Cooker,Denpasar,2/3/2023,12,550560,Indonesia
Rice Cooker,Denpasar,2/3/2023,12,550560,Indonesia
Rice Cooker,Denpasar,2/3/2023,12,550560,Indonesia
Dishwasher,Jakarta,1/15/2024,17,1686740,Indonesia
Dishwasher,Jakarta,1/15/2024,17,1686740,Indonesia
Dishwasher,Jakarta,1/15/2024,17,1686740,Indonesia
Dishwasher,Jakarta,1/15/2024,17,1686740,Indonesia
Dishwasher,Jakarta,1/15/2024,17,1686740,Indonesia
Refrigerator,North-East Region,6/11/2023,9,575775,Singapura
Refrigerator,North-East Region,6/11/2023,9,575775,Singapura
Refrigerator,North-East Region,6/11/2023,9,575775,Singapura
Refrigerator,North-East Region,6/11/2023,9,575775,Singapura
Refrigerator,North-East Region,6/11/2023,9,575775,Singapura
Refrigerator,North-East Region,6/11/2023,9,575775,Singapura
Refrigerator,North-East Region,6/11/2023,9,575775,Singapura
Refrigerator,North-East Region,6/11/2023,9,575775,Singapura
Refrigerator,North-East Region,6/11/2023,9,575775,Singapura
Refrigerator,North-East Region,6/11/2023,9,575775,Singapura
Iron,Central Region,5/9/2024,6,171342,Singapura
Iron,Central Region,5/9/2024,6,171342,Singapura
Iron,Central Region,5/9/2024,6,171342,Singapura
Iron,Central Region,5/9/2024,6,171342,Singapura
Iron,Central Region,5/9/2024,6,171342,Singapura
Iron,Central Region,5/9/2024,6,171342,Singapura
Coffee Maker,Ipoh,2/21/2024,11,587378,Malaysia
Coffee Maker,Ipoh,2/21/2024,11,587378,Malaysia
Coffee Maker,Ipoh,2/21/2024,11,587378,Malaysia
Coffee Maker,Ipoh,2/21/2024,11,587378,Malaysia
Coffee Maker,Ipoh,2/21/2024,11,587378,Malaysia
Air Purifier,West Region,10/5/2023,7,565369,Singapura
Air Purifier,West Region,10/5/2023,7,565369,Singapura
Air Purifier,West Region,10/5/2023,7,565369,Singapura
Air Purifier,West Region,10/5/2023,7,565369,Singapura
Air Purifier,West Region,10/5/2023,7,565369,Singapura
Air Purifier,West Region,10/5/2023,7,565369,Singapura
Air Purifier,West Region,10/5/2023,7,565369,Singapura
Air Purifier,West Region,10/5/2023,7,565369,Singapura
Dishwasher,Balikpapan,8/6/2023,6,228186,Indonesia
Dishwasher,Balikpapan,8/6/2023,6,228186,Indonesia
Dishwasher,Balikpapan,8/6/2023,6,228186,Indonesia
Dishwasher,Balikpapan,8/6/2023,6,228186,Indonesia
Grill,Jakarta,5/12/2024,7,625233,Indonesia
Grill,Jakarta,5/12/2024,7,625233,Indonesia
Grill,Jakarta,5/12/2024,7,625233,Indonesia
Grill,Jakarta,5/12/2024,7,625233,Indonesia
Grill,Jakarta,5/12/2024,7,625233,Indonesia
Sofa,Jakarta,4/4/2024,12,448884,Indonesia
Sofa,Jakarta,4/4/2024,12,448884,Indonesia
Sofa,Jakarta,4/4/2024,12,448884,Indonesia
Sofa,Jakarta,4/4/2024,12,448884,Indonesia
Sofa,Jakarta,4/4/2024,12,448884,Indonesia
Grill,Balikpapan,10/3/2024,7,619255,Indonesia
Grill,Balikpapan,10/3/2024,7,619255,Indonesia
Grill,Balikpapan,10/3/2024,7,619255,Indonesia
Grill,Balikpapan,10/3/2024,7,619255,Indonesia
Sofa,Balikpapan,12/19/2023,8,327800,Indonesia
Sofa,Balikpapan,12/19/2023,8,327800,Indonesia
Sofa,Balikpapan,12/19/2023,8,327800,Indonesia
Sofa,Balikpapan,12/19/2023,8,327800,Indonesia
Water Dispenser,Medan,7/11/2024,1,47262,Indonesia
Water Dispenser,Medan,7/11/2024,1,47262,Indonesia
Water Dispenser,Medan,7/11/2024,1,47262,Indonesia
Water Dispenser,Medan,7/11/2024,1,47262,Indonesia
Water Dispenser,Medan,7/11/2024,1,47262,Indonesia
Heater,Kuala Lumpur,7/21/2024,10,946640,Malaysia
Heater,Kuala Lumpur,7/21/2024,10,946640,Malaysia
Heater,Kuala Lumpur,7/21/2024,10,946640,Malaysia
Heater,Kuala Lumpur,7/21/2024,10,946640,Malaysia
Hair Dryer,Makassar,7/31/2023,9,797553,Indonesia
Hair Dryer,Makassar,7/31/2023,9,797553,Indonesia
Vacuum Cleaner,East Region,7/2/2024,11,926464,Singapura
Vacuum Cleaner,East Region,7/2/2024,11,926464,Singapura
Vacuum Cleaner,East Region,7/2/2024,11,926464,Singapura
Vacuum Cleaner,East Region,7/2/2024,11,926464,Singapura
Vacuum Cleaner,East Region,7/2/2024,11,926464,Singapura
Mixer,Denpasar,2/3/2023,2,131662,Indonesia
Mixer,Denpasar,2/3/2023,2,131662,Indonesia
Mixer,Denpasar,2/3/2023,2,131662,Indonesia
Mixer,Denpasar,2/3/2023,2,131662,Indonesia
Mixer,Denpasar,2/3/2023,2,131662,Indonesia
Mixer,Denpasar,2/3/2023,2,131662,Indonesia
Iron,George Town,8/5/2023,13,1180608,Malaysia
Iron,George Town,8/5/2023,13,1180608,Malaysia
Iron,George Town,8/5/2023,13,1180608,Malaysia
Iron,George Town,8/5/2023,13,1180608,Malaysia
Blender,West Region,9/21/2023,15,1023960,Singapura
Blender,West Region,9/21/2023,15,1023960,Singapura
Blender,West Region,9/21/2023,15,1023960,Singapura
Blender,West Region,9/21/2023,15,1023960,Singapura
Blender,West Region,9/21/2023,15,1023960,Singapura
Blender,West Region,9/21/2023,15,1023960,Singapura
Blender,West Region,9/21/2023,15,1023960,Singapura
Blender,West Region,9/21/2023,15,1023960,Singapura
Fan,Central Region,10/30/2023,12,341700,Singapura
Fan,Central Region,10/30/2023,12,341700,Singapura
Fan,Central Region,10/30/2023,12,341700,Singapura
Fan,Central Region,10/30/2023,12,341700,Singapura
Fan,Central Region,10/30/2023,12,341700,Singapura
Fan,Central Region,10/30/2023,12,341700,Singapura
Carpet,Denpasar,8/18/2024,17,413899,Indonesia
Carpet,Denpasar,8/18/2024,17,413899,Indonesia
Carpet,Denpasar,8/18/2024,17,413899,Indonesia
Carpet,Denpasar,8/18/2024,17,413899,Indonesia
Carpet,Denpasar,8/18/2024,17,413899,Indonesia
Carpet,Denpasar,8/18/2024,17,413899,Indonesia
Sofa,East Region,10/13/2023,2,44840,Singapura
Sofa,East Region,10/13/2023,2,44840,Singapura
Sofa,East Region,10/13/2023,2,44840,Singapura
Sofa,East Region,10/13/2023,2,44840,Singapura
Sofa,East Region,10/13/2023,2,44840,Singapura
Carpet,Jakarta,9/2/2024,15,1341075,Indonesia
Carpet,Jakarta,9/2/2024,15,1341075,Indonesia
Carpet,Jakarta,9/2/2024,15,1341075,Indonesia
Carpet,Jakarta,9/2/2024,15,1341075,Indonesia
Carpet,Jakarta,9/2/2024,15,1341075,Indonesia
Vacuum Cleaner,North-East Region,2/5/2024,8,653928,Singapura
Vacuum Cleaner,North-East Region,2/5/2024,8,653928,Singapura
Vacuum Cleaner,North-East Region,2/5/2024,8,653928,Singapura
Vacuum Cleaner,North-East Region,2/5/2024,8,653928,Singapura
Vacuum Cleaner,North-East Region,2/5/2024,8,653928,Singapura
Vacuum Cleaner,North-East Region,2/5/2024,8,653928,Singapura
Vacuum Cleaner,North-East Region,2/5/2024,8,653928,Singapura
Vacuum Cleaner,North-East Region,2/5/2024,8,653928,Singapura
Vacuum Cleaner,North-East Region,2/5/2024,8,653928,Singapura
Vacuum Cleaner,North-East Region,2/5/2024,8,653928,Singapura
Air Purifier,Yogyakarta,11/8/2023,11,696443,Indonesia
Air Purifier,Yogyakarta,11/8/2023,11,696443,Indonesia
Air Purifier,Yogyakarta,11/8/2023,11,696443,Indonesia
Air Purifier,Yogyakarta,11/8/2023,11,696443,Indonesia
Washing Machine,Kuching,8/6/2024,2,30818,Malaysia
Washing Machine,Kuching,8/6/2024,2,30818,Malaysia
Washing Machine,Kuching,8/6/2024,2,30818,Malaysia
Washing Machine,Kuching,8/6/2024,2,30818,Malaysia
Toaster,Semarang,9/13/2024,15,1139760,Indonesia
Toaster,Semarang,9/13/2024,15,1139760,Indonesia
Toaster,Semarang,9/13/2024,15,1139760,Indonesia
Toaster,Semarang,9/13/2024,15,1139760,Indonesia
Toaster,Semarang,9/13/2024,15,1139760,Indonesia
Table,North-East Region,6/7/2024,9,553887,Singapura
Table,North-East Region,6/7/2024,9,553887,Singapura
Table,North-East Region,6/7/2024,9,553887,Singapura
Table,North-East Region,6/7/2024,9,553887,Singapura
Table,North-East Region,6/7/2024,9,553887,Singapura
Table,North-East Region,6/7/2024,9,553887,Singapura
Table,North-East Region,6/7/2024,9,553887,Singapura
Table,North-East Region,6/7/2024,9,553887,Singapura
Table,North-East Region,6/7/2024,9,553887,Singapura
Table,North-East Region,6/7/2024,9,553887,Singapura
Curtains,North-East Region,2/5/2024,12,481488,Singapura
Curtains,North-East Region,2/5/2024,12,481488,Singapura
Curtains,North-East Region,2/5/2024,12,481488,Singapura
Curtains,North-East Region,2/5/2024,12,481488,Singapura
Curtains,North-East Region,2/5/2024,12,481488,Singapura
Curtains,North-East Region,2/5/2024,12,481488,Singapura
Curtains,North-East Region,2/5/2024,12,481488,Singapura
Curtains,North-East Region,2/5/2024,12,481488,Singapura
Curtains,North-East Region,2/5/2024,12,481488,Singapura
Curtains,North-East Region,2/5/2024,12,481488,Singapura
Rice Cooker,Kuching,4/20/2023,11,657096,Malaysia
Rice Cooker,Kuching,4/20/2023,11,657096,Malaysia
Rice Cooker,Kuching,4/20/2023,11,657096,Malaysia
Rice Cooker,Kuching,4/20/2023,11,657096,Malaysia
Mixer,Denpasar,10/23/2024,19,1636242,Indonesia
Mixer,Denpasar,10/23/2024,19,1636242,Indonesia
